,,,,,,,,,,,,,,,,,,
,,,,,Loading Unit Time Profile,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Report Created On:,,,,,10-08-2026
,Parameters:,,,,,,,,,Description:,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,This report contains a spreadsheet of all the status that a specified loading unit has incurred for the specified time period.,,,,,,,,
,,Start Shift Date:,,,01-07-2026,,,,,,,,,,,,,
,,End Shift Date:,,,31-07-2026,,,,,,,,,,,,,
,,Loader:,,,EX001,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,IsDst:,,,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,01-07-2026,,,,,,,,,,,,,,,,,
,Timestamp,,,,,Status Code,,Sub-Status Code,,,,"Duration
(min)",,,Hauling Unit,,,
,01-07-2026,,,,,Waiting,,,,,,21.78,,,RD235,,,
,01-07-2026,,,,,LU Loading,,,,,,3.43,,,RD235,,,
,01-07-2026,,,,,Waiting,,,,,,3.3,,,RD251,,,
,01-07-2026,,,,,Spotting,,,,,,0.17,,,RD251,,,
,01-07-2026,,,,,LU Loading,,,,,,1.33,,,RD251,,,
,01-07-2026,,,,,Waiting,,,,,,13.18,,,RD235,,,
,01-07-2026,,,,,LU Loading,,,,,,3.23,,,RD235,,,
,01-07-2026,,,,,Waiting,,,,,,0.98,,,RD251,,,
,01-07-2026,,,,,LU Loading,,,,,,1.05,,,RD251,,,
,01-07-2026,,,,,Waiting,,,,,,10.5,,,RD235,,,
,01-07-2026,,,,,Spotting,,,,,,0.47,,,RD235,,,
,01-07-2026,,,,,LU Loading,,,,,,5.85,,,RD235,,,
,01-07-2026,,,,,Waiting,,,,,,9.22,,,RD251,,,
,01-07-2026,,,,,Spotting,,,,,,0.17,,,RD251,,,
,01-07-2026,,,,,LU Loading,,,,,,5.18,,,RD251,,,
,01-07-2026,,,,,Waiting,,,,,,1.22,,,RD235,,,
,01-07-2026,,,,,LU Loading,,,,,,6.23,,,RD235,,,
,01-07-2026,,,,,Waiting,,,,,,8.65,,,RD251,,,
,01-07-2026,,,,,LU Loading,,,,,,3.8,,,RD251,,,
,01-07-2026,,,,,Waiting,,,,,,14.4,,,RD229,,,
,01-07-2026,,,,,Tea/ Breakfast / Snacks,,,,,,71.62,,,RD229,,,
,01-07-2026,,,,,Side Casting,,,,,,150.28,,,RD229,,,
,01-07-2026,,,,,Shift Change,,,,,,27.43,,,RD229,,,
,01-07-2026,,,,,Shift Change,,,,,,54.42,,,RD229,,,
,01-07-2026,,,,,Side Casting,,,,,,410.08,,,RD229,,,
,02-07-2026,,,,,Shift Change,,,,,,15.5,,,RD229,,,
,02-07-2026,,,,,,,,,,,,,,,,,
,Timestamp,,,,,Status Code,,Sub-Status Code,,,,"Duration
(min)",,,Hauling Unit,,,
,02-07-2026,,,,,Shift Change,,,,,,32.9,,,RD229,,,
,02-07-2026,,,,,Marching,,,,,,20.82,,,RD229,,,
,02-07-2026,,,,,Fuel Filling,,,,,,3.85,,,RD229,,,
,02-07-2026,,,,,LU Loading,,,,,,2.4,,,RD229,,,
,02-07-2026,,,,,Spotting,,,,,,0.22,,,RD239,,,
,02-07-2026,,,,,LU Loading,,,,,,3.12,,,RD239,,,
,02-07-2026,,,,,Waiting,,,,,,4.03,,,RD143,,,
,02-07-2026,,,,,LU Loading,,,,,,5.18,,,RD143,,,
,02-07-2026,,,,,Spotting,,,,,,0.27,,,RD132,,,
,02-07-2026,,,,,LU Loading,,,,,,3.77,,,RD132,,,
,02-07-2026,,,,,LU Loading,,,,,,4.17,,,RD126,,,
,02-07-2026,,,,,Waiting,,,,,,0.33,,,RD226,,,
,02-07-2026,,,,,Spotting,,,,,,0.95,,,RD226,,,
