textbox1,textbox19,textbox20,textbox17,textbox16,textbox14,textbox12,textbox15,textbox13,textbox7,textbox26,textbox27,textbox297,textbox298,textbox28,textbox18
Status and Sub-Status by Hauling Unit,Report Created On:,12-08-2026,Description:,Parameters:,Start Shift Date:,01-07-2026,End Shift Date:,31-07-2026,,,All,Status Category:,Fleet:,All,This report contains a spreadsheet of all the statuses that the specified hauling unit was in during the specified time period.

Textbox3,Textbox38,Textbox40,Textbox42,textbox4,FLT_DESC1,NAME,STATUSCAT_DESCRIP,STATUS_DESC,SUB_STATUS_DESC,DURATION1,Textbox29,Textbox33,Textbox34,DURATION
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Delay,D03 - Delay At Hopper,,1.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Delay,S10 - Change Operators,,7.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Delay,S13 - Shift Incharge Instruction,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Delay,S19 - Tea/ Breakfast / Snacks,,29.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Delay,S20 - Shift Change,,118.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Delay,S25 - Toilet Break,,0.15,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Delay,S31 - Fuel Filling,,0.45,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Down,O01 -  Down,,48.99,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Down,O03 - Daily Service,,22.72,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Down,O05 - Breakdown Maintenance,,0.42,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N00 - Wait At Dump,,14.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N01 - Truck Loading,,59.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N03 - Empty,,177.78,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N03 - Empty,N031 - Empty Stopped,97.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N04 - Hauling,,122.24,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N04 - Hauling,N041 - Hauling Stopped,16.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N05 - Spot at LU,,4.06,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N06 - Queue At LU,,12.44,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Net Operating,N07 - Dumping,,2.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-230,Standby,S03 - Schedule No Work,,6.16,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Delay,D03 - Delay At Hopper,,2.44,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Delay,S10 - Change Operators,,9.21,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Delay,S19 - Tea/ Breakfast / Snacks,,36.10,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Delay,S20 - Shift Change,,123.46,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Delay,S25 - Toilet Break,,1.65,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Delay,S31 - Fuel Filling,,0.45,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Down,O01 -  Down,,42.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Down,O03 - Daily Service,,44.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N00 - Wait At Dump,,18.24,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N01 - Truck Loading,,57.54,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N02 - Wait At LU,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N03 - Empty,,163.11,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N03 - Empty,N031 - Empty Stopped,95.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N04 - Hauling,,102.26,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N05 - Spot at LU,,2.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N06 - Queue At LU,,14.08,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Net Operating,N07 - Dumping,,2.35,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-231,Standby,S03 - Schedule No Work,,17.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Delay,S10 - Change Operators,,10.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Delay,S19 - Tea/ Breakfast / Snacks,,29.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Delay,S20 - Shift Change,,116.98,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Delay,S25 - Toilet Break,,0.08,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Delay,S31 - Fuel Filling,,0.52,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Down,O01 -  Down,,13.05,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Down,O03 - Daily Service,,39.44,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Down,O05 - Breakdown Maintenance,,1.39,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N00 - Wait At Dump,,17.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N01 - Truck Loading,,77.52,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N03 - Empty,,179.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N03 - Empty,N031 - Empty Stopped,95.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N04 - Hauling,,119.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N05 - Spot at LU,,3.76,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N06 - Queue At LU,,17.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Net Operating,N07 - Dumping,,1.78,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Standby,S03 - Schedule No Work,,7.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-232,Standby,S23 - Released from Maintanence,,0.05,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Delay,D03 - Delay At Hopper,,1.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Delay,S10 - Change Operators,,10.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Delay,S19 - Tea/ Breakfast / Snacks,,27.16,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Delay,S20 - Shift Change,,112.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Delay,S25 - Toilet Break,,1.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Delay,S31 - Fuel Filling,,1.04,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Down,O01 -  Down,,61.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Down,O03 - Daily Service,,37.86,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N00 - Wait At Dump,,16.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N01 - Truck Loading,,64.97,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N02 - Wait At LU,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N03 - Empty,,161.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N03 - Empty,N031 - Empty Stopped,83.96,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N04 - Hauling,,106.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.42,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N05 - Spot at LU,,2.42,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N06 - Queue At LU,,16.78,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N07 - Dumping,,2.07,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-233,Standby,S03 - Schedule No Work,,21.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Delay,S10 - Change Operators,,10.36,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Delay,S13 - Shift Incharge Instruction,,0.11,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Delay,S19 - Tea/ Breakfast / Snacks,,32.49,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Delay,S20 - Shift Change,,88.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Delay,S25 - Toilet Break,,1.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Delay,S31 - Fuel Filling,,6.11,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Down,O01 -  Down,,151.37,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Down,O03 - Daily Service,,41.90,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N00 - Wait At Dump,,13.96,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N01 - Truck Loading,,48.19,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N02 - Wait At LU,,0.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N03 - Empty,,139.99,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N03 - Empty,N031 - Empty Stopped,80.75,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N04 - Hauling,,88.57,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N04 - Hauling,N041 - Hauling Stopped,5.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N05 - Spot at LU,,2.67,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N06 - Queue At LU,,16.49,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N07 - Dumping,,1.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-234,Standby,S03 - Schedule No Work,,10.98,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Delay,S10 - Change Operators,,12.66,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Delay,S19 - Tea/ Breakfast / Snacks,,28.11,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Delay,S20 - Shift Change,,125.43,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Delay,S25 - Toilet Break,,0.10,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Delay,S31 - Fuel Filling,,1.15,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Down,O01 -  Down,,1.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Down,O03 - Daily Service,,27.20,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N00 - Wait At Dump,,16.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N01 - Truck Loading,,73.72,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N03 - Empty,,179.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N03 - Empty,N031 - Empty Stopped,113.48,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N04 - Hauling,,109.23,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N04 - Hauling,N041 - Hauling Stopped,6.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N05 - Spot at LU,,3.76,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N06 - Queue At LU,,25.27,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N07 - Dumping,,2.26,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-235,Standby,S03 - Schedule No Work,,15.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD236,Delay,S10 - Change Operators,,11.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD236,Delay,S19 - Tea/ Breakfast / Snacks,,34.98,Total,33339.86,Grand Total,51923.57
