textbox1,textbox19,textbox20,textbox17,textbox16,textbox14,textbox12,textbox15,textbox13,textbox7,textbox26,textbox27,textbox297,textbox298,textbox28,textbox18
Status and Sub-Status by Hauling Unit,Report Created On:,12-08-2026,Description:,Parameters:,Start Shift Date:,01-07-2026,End Shift Date:,31-07-2026,,,All,Status Category:,Fleet:,All,This report contains a spreadsheet of all the statuses that the specified hauling unit was in during the specified time period.

Textbox3,Textbox38,Textbox40,Textbox42,textbox4,FLT_DESC1,NAME,STATUSCAT_DESCRIP,STATUS_DESC,SUB_STATUS_DESC,DURATION1,Textbox29,Textbox33,Textbox34,DURATION
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-221,Net Operating,N05 - Spot at LU,,2.74,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-221,Net Operating,N06 - Queue At LU,,18.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-221,Net Operating,N07 - Dumping,,1.47,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-221,Standby,S03 - Schedule No Work,,3.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Delay,S19 - Tea/ Breakfast / Snacks,,51.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Delay,S20 - Shift Change,,127.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Delay,S31 - Fuel Filling,,0.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Down,O01 -  Down,,60.26,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N00 - Wait At Dump,,16.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N01 - Truck Loading,,56.30,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N02 - Wait At LU,,1.24,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N03 - Empty,,181.45,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N03 - Empty,N031 - Empty Stopped,95.79,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N04 - Hauling,,122.74,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N04 - Hauling,N041 - Hauling Stopped,7.86,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N05 - Spot at LU,,2.70,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N06 - Queue At LU,,13.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N07 - Dumping,,1.35,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-222,Standby,S03 - Schedule No Work,,2.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Delay,S19 - Tea/ Breakfast / Snacks,,45.65,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Delay,S20 - Shift Change,,118.16,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Delay,S25 - Toilet Break,,1.80,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Down,O01 -  Down,,125.55,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N00 - Wait At Dump,,12.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N01 - Truck Loading,,50.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N02 - Wait At LU,,2.35,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N03 - Empty,,164.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N03 - Empty,N031 - Empty Stopped,73.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N04 - Hauling,,113.05,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N05 - Spot at LU,,2.96,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N06 - Queue At LU,,13.06,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N07 - Dumping,,2.76,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-223,Standby,S03 - Schedule No Work,,4.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Delay,S05 - Stuck in Mud,,2.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Delay,S19 - Tea/ Breakfast / Snacks,,48.84,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Delay,S20 - Shift Change,,132.88,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Delay,S25 - Toilet Break,,0.99,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Delay,S31 - Fuel Filling,,0.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Down,O01 -  Down,,60.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Down,O05 - Breakdown Maintenance,,0.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N00 - Wait At Dump,,12.40,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N01 - Truck Loading,,59.03,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N02 - Wait At LU,,0.66,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N03 - Empty,,181.54,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N03 - Empty,N031 - Empty Stopped,87.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N04 - Hauling,,119.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.69,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N05 - Spot at LU,,3.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N06 - Queue At LU,,18.47,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N07 - Dumping,,1.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Net Operating,N09 - General Production,,0.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-224,Standby,S03 - Schedule No Work,,2.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Delay,S19 - Tea/ Breakfast / Snacks,,45.58,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Delay,S20 - Shift Change,,106.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Delay,S25 - Toilet Break,,0.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Down,O01 -  Down,,145.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Down,O03 - Daily Service,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N00 - Wait At Dump,,11.16,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N01 - Truck Loading,,53.04,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N02 - Wait At LU,,1.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N03 - Empty,,163.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N03 - Empty,N031 - Empty Stopped,75.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N04 - Hauling,,113.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.86,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N05 - Spot at LU,,2.33,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N06 - Queue At LU,,10.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Net Operating,N07 - Dumping,,1.19,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-225,Standby,S03 - Schedule No Work,,2.27,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Delay,D03 - Delay At Hopper,,3.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Delay,S05 - Stuck in Mud,,0.50,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Delay,S10 - Change Operators,,10.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Delay,S19 - Tea/ Breakfast / Snacks,,24.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Delay,S20 - Shift Change,,126.15,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Delay,S25 - Toilet Break,,0.53,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Delay,S31 - Fuel Filling,,0.58,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Down,O01 -  Down,,33.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Down,O03 - Daily Service,,43.65,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N00 - Wait At Dump,,22.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N01 - Truck Loading,,46.89,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N02 - Wait At LU,,0.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N03 - Empty,,171.58,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N03 - Empty,N031 - Empty Stopped,80.10,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N04 - Hauling,,139.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N04 - Hauling,N041 - Hauling Stopped,18.26,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N05 - Spot at LU,,2.27,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N06 - Queue At LU,,8.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N07 - Dumping,,1.74,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-226,Standby,S03 - Schedule No Work,,7.56,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Delay,D03 - Delay At Hopper,,0.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Delay,S10 - Change Operators,,7.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Delay,S19 - Tea/ Breakfast / Snacks,,22.90,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Delay,S20 - Shift Change,,89.20,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Delay,S25 - Toilet Break,,0.26,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Delay,S31 - Fuel Filling,,0.16,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Down,O01 -  Down,,160.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Down,O03 - Daily Service,,57.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N00 - Wait At Dump,,14.93,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N01 - Truck Loading,,38.70,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N02 - Wait At LU,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N03 - Empty,,145.37,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N03 - Empty,N031 - Empty Stopped,75.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N04 - Hauling,,94.76,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N04 - Hauling,N041 - Hauling Stopped,10.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N05 - Spot at LU,,1.49,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N06 - Queue At LU,,8.10,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N07 - Dumping,,2.71,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-227,Standby,S03 - Schedule No Work,,11.80,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Delay,D03 - Delay At Hopper,,1.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Delay,S10 - Change Operators,,7.70,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Delay,S19 - Tea/ Breakfast / Snacks,,34.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Delay,S20 - Shift Change,,117.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Delay,S25 - Toilet Break,,0.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Delay,S31 - Fuel Filling,,0.81,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Down,O01 -  Down,,79.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Down,O03 - Daily Service,,22.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N00 - Wait At Dump,,19.76,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N01 - Truck Loading,,60.78,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N03 - Empty,,159.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N03 - Empty,N031 - Empty Stopped,82.70,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N04 - Hauling,,115.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N04 - Hauling,N041 - Hauling Stopped,11.15,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N05 - Spot at LU,,2.88,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N06 - Queue At LU,,17.27,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Net Operating,N07 - Dumping,,3.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-228,Standby,S03 - Schedule No Work,,5.24,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Delay,D03 - Delay At Hopper,,2.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Delay,S10 - Change Operators,,7.87,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Delay,S19 - Tea/ Breakfast / Snacks,,23.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Delay,S20 - Shift Change,,90.59,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Delay,S31 - Fuel Filling,,0.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Down,O01 -  Down,,138.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Down,O03 - Daily Service,,51.71,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N00 - Wait At Dump,,16.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N01 - Truck Loading,,56.98,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N03 - Empty,,142.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N03 - Empty,N031 - Empty Stopped,75.54,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N04 - Hauling,,94.04,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.24,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N05 - Spot at LU,,3.26,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N06 - Queue At LU,,11.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Net Operating,N07 - Dumping,,1.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-229,Standby,S03 - Schedule No Work,,15.55,Total,33339.86,Grand Total,51923.57
